"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"Occipital_Inf_R"	8.33752891984242	6.33299851800138	9.59239379360485	10.2502032500174	8.50623977488959	6.17575494246774	10.1826772455897	8.39631285136931	7.34376045429471	6.159083257218	7.9471524903202	6.93346902356461	7.37212413661858	5.98920056568303	6.29760222739044	5.99369657435456	10.1066452696711	9.96860744178234	10.8446731816217	10.6904091822927	9.73471652809433	9.36953762435039	10.2395646494627	10.1427313875504	9.02157906848291	5.78681082178945	7.09117537591058	5.59710516310856	7.99183141522451	7.49324019691406	6.50285178515649	6.38965970894947	6.59369556410159	4.90566175366579	4.70341763025357	3.07600384597312	5.60002058456489	3.86033783520209	4.5720514525812	2.79741011575076	5.12129531525491	2.94909492612238	4.37466626361747	3.69492341143811	6.41743353977352	5.76425352539563	5.38094280350065	4.74067779690056	2.69955212939969	2.04104229709641	4.78902731342134	4.07995314913236	3.1384189017106	1.88058112450744	5.59826577701925	3.89917168421818	3.80649681326781	1.52891452273644	3.15997698495646	0	3.93104175058613	3.31829202254754	10.1029056360077	8.01893251552378	8.93300103339782	5.09074948677291	9.55229127784096	4.8719559784731	8.58833126761329	6.30813214195232	6.56891004281374	2.89768040407115	8.56743505351668	6.44832636139569	4.60633515788253	2.55411516449519	4.66080755189813	2.69795950808132	6.8915765366492	5.2787544200266	7.02991842672586	5.83581507491905	6.50368812164863	5.1895874770369	6.72125723393926	6.08181763514218	14.2302494707577	9.98010842138321	13.3121856099698	9.52527003453284	6.00953058327564	2.34438137490634	5.67015012231939	3.83075694806924	7.48858780868736	5.33897676499873	7.52714386316896	4.34601547020828	3.91623281134104	1.93376927308626	8.17053093486438	4.71986317955669	7.97597402303704	3.85835518866586	4.27233310834715	3.87415149081133	4.28224968184509	2.61214489852186	6.33322635767592	6.11774707456043	3.6080121229411	3.54400902933387	3.67151195013716	5.29150262212918	5.79528824595106	5.96786265051271
"Thalamus_L"	3.79984853920039	3.46593748447811	4.68742601187714	5.86773406267726	3.70397414413649	3.80103106408343	4.99906533320055	5.32278558013061	2.77624695764107	4.26280809405201	3.34823712181491	4.70323696577202	3.19318470675102	3.9291241427226	2.26886895236901	2.56663765771084	5.01440710423128	5.29948838232785	5.61016830757388	5.76614991554025	4.68853419963814	4.82213035664431	4.36342453632586	4.76417552374518	2.97313070227992	4.6898690594591	3.03238589866306	4.04287367922953	3.89848665486983	4.04924639857794	2.39716738740823	2.6484625855363	2.97172102119539	4.05904694096601	3.3872234119922	3.18261406049564	3.09736338558509	4.27633794806453	2.14313397990279	3.07430354419976	3.27509156877509	4.34113186479147	3.16745747962714	3.22947491037186	3.74646115995103	3.84969399886434	2.48371318167601	2.66774869822536	3.49649684628464	4.27984499377392	5.53644054542659	6.48074069840786	2.9621799074198	3.99633978877135	5.89276146481083	7.11660155545574	3.44034574366863	4.46821755881092	2.85434278377225	3.08620845887344	0	1.12886504206032	3.05921209234571	5.05056400031833	2.68494976189138	4.27561678315591	3.6385170014924	5.18099378779916	3.57797244154463	4.64284574345416	3.03200431943132	4.17958915651304	4.05039015125191	4.8692446609782	2.24346571214259	3.36332659906317	2.33092787440974	3.43152478044973	1.80705066303229	3.69780460073923	2.41522945769824	3.84910416030528	2.07806817668208	3.06557127999453	1.83155171188443	2.45807762161201	3.50764471242049	5.17142047638652	2.79348732386088	4.25471081303584	5.1167101629432	6.95834783919019	5.71933941758084	9.07863903605535	3.80269987190542	3.81952680926957	4.07010927048454	4.47422525011706	3.09540955023531	3.91137451220318	6.96745682049444	9.41032501391264	6.89092508193555	6.00694043031337	3.82543621880576	4.42023319955651	2.73362895666681	2.82189772956365	4.12310562561766	3.51651157520299	3	4.97915655508039	5.77858114072996	7.02695159941264	6.42688711965447	5.27069443054896
"Thalamus_R"	4.20944467363946	3.09353754700139	5.09993586179204	5.42999525642965	4.4260510681141	3.15099241202856	5.67170382681125	4.73302698085954	3.88635736711199	3.09638357457146	4.27843796806041	3.67919778625245	3.93473542403334	3.18571190326095	2.5753256892087	2.29522139174272	5.15529964481801	5.11606580814143	5.75662473361773	5.58678093468155	4.86584736589993	4.61264247348906	4.54075115510987	4.52623928943921	4.8022628411054	3.03230470020277	3.94372668074885	3.11835500401004	4.06146469829488	3.82970843102535	2.66915752886104	2.32523086264425	3.95797459743077	3.13929489118068	3.79533663232549	2.84458798685162	3.95981253013008	3.387209193403	3.02289162130448	2.20470820178852	4.11716026473747	3.46865186222615	3.3603278528573	3.002184996648	3.94840829418058	3.71270422493773	2.83530616317904	2.2905792382612	3.67156535511255	3.8477107543032	5.75212626093509	6.03969172277813	3.35921325990033	3.52966522284563	6.40199244348014	6.39344243695759	4.00330551250526	3.80286516188655	3.37288654365421	2.64948034929448	1.14807569576386	0	4.7486438401517	3.24921175813155	4.75520139410598	2.47912634121989	5.70807231490972	3.38702083140325	4.69945801772687	3.49213698856273	4.44485733817822	2.86356421265527	4.97825460055274	3.89168706549841	3.13130455658993	2.42406030784475	3.23055445468584	2.45687441357062	3.3119685690642	2.03515207579955	3.51452014531882	2.57786540977647	3.00339943451838	2.16112344521421	2.37684715336057	1.86210444126842	5.80793791781066	3.18248411279697	4.90808371101041	2.40725399467356	6.04899673051516	5.88652382911151	6.41064626556236	7.99472717799691	4.48828885457534	3.03407440196108	5.10288875875327	3.52030160135264	3.67375201949032	3.27126113682282	8.03401858010389	8.26518318079207	7.75183262789575	5.37963532132766	4.07755013388427	4.19329350358877	3.21562742559827	2.3536792103519	4.05149776580729	3.43227152260395	2.95228324036854	4.94044532405734	5.74525891496632	6.98517594100745	6.38118423140423	5.27069443054896
"Insula_L"	3.05465795987023	3.70440903659849	3.19169483000027	5.38178746919983	2.47578197805819	4.21012955141462	3.08296495231397	5.17493215220478	1.20402887614508	5.27111672540523	1.55708968973749	5.36105175431172	1.54496108750504	4.27240488790222	1.87036942525844	2.75768217830909	4.14176639318557	4.78440667833344	4.30687043547596	4.90763165741363	3.63075101613653	4.2915786208368	3.50375738165097	4.38148016326134	1.73916398249984	6.42790391324798	2.87083992140012	5.38260288272351	4.38465793708303	4.96201789815611	3.72820620823211	4.07700988095172	3.18575055874068	5.66294671679342	4.44617226804699	4.42979570443402	3.72273953230148	6.04374171189721	2.17620780227236	4.32159397637542	4.08624599602834	6.24070286424115	4.71412248670653	5.01636665588048	4.73848471666544	5.19753677131857	5.02202939266381	5.42121853365186	5.17314584256975	6.63949748318864	8.06944496412148	9.60364974869321	4.46079508725267	6.29595301683898	8.17826741865381	10.308944479586	4.57795499734018	6.4366090688912	3.65488465182991	4.34268998161804	1.67496029530454	2.55644249497001	0	6.70086855148363	2.40335586274382	6.35380095036459	2.89621471950761	7.30783787327158	1.707364735381	5.52361959624153	2.87916225481915	5.99309948017804	2.60079813584142	5.58970600998016	2.03574298787213	4.62018980629085	2.99511002119921	5.18009008930668	2.54950975679639	5.95133932122107	2.83387794330152	5.71981748456518	1.57531985738174	4.04566734203694	1.58176864043782	3.13245279875028	1.52947236466885	7.13783706375523	2.48926265617523	6.39911852904116	6.25752558972187	9.60216383882284	6.99827861795012	12.148181479259	6.43694108457704	6.46268946648274	6.63027347217213	7.33064238365297	4.2734542641191	5.76520146159007	8.17362103403876	12.312203760732	8.13087394510031	7.86568799400584	4.82211884846063	5.84954652688016	3.17252818189769	3.80622892648047	6.99651481183275	6.78412781747974	5.40162149663408	7.5731103253551	8.19463238955842	9.73991035166836	9.01015687040288	7.65319727770221
"Insula_R"	4.5241160351256	2.62741467759482	4.85394145654348	3.86201391959577	5.01867017841502	2.1126060507581	5.71111393949609	3.05294338638359	4.98645965332257	1.43343800896566	4.99842742565697	1.75195407065751	4.38001413348448	1.55345522642137	2.92283344145035	2.00429092962678	4.79738734866535	4.29566482845298	4.99768732642577	4.37485930509702	4.40387529876344	3.64691650576209	4.3179551690708	3.73285554586777	6.91036080242943	1.61562879717354	5.34535758225015	3.05128576629365	4.94018272996105	4.5202248210053	4.36219074937941	3.54735564292844	5.64132106082062	3.50664394031358	5.39743601366691	3.68404074311672	5.74506428934967	3.99408079387644	4.35336964230295	2.17867948429823	6.01007799150535	4.26784618291352	5.14574470068135	4.59828906171436	5.29490049226816	4.95446895135372	5.62115669568129	4.92014148249745	5.52977679229	5.76744437633744	8.53212174369748	8.68627235548301	5.25213930891608	5.36201636627446	9.29079332348482	8.74162051358556	5.82050744165033	4.94846048246289	4.82059973635873	3.32639145514099	2.66857292659033	1.68806324588977	6.46659059266394	0	7.35557459427476	1.89914232563905	8.29403669970898	2.56379283637839	5.66601920089455	1.47313423737547	6.40975366803921	2.74301621049429	5.74702548165505	2.28834318292112	4.34882520938177	2.15331189955198	4.94266804739203	3.03004280832629	5.53830655581405	2.55437324896646	5.33622606736028	2.81963731886374	4.16692516204964	1.46809503449301	3.20233978204707	1.59140411266543	8.42297029387072	1.25064086135971	7.66368989828939	2.16024689946929	8.41899745054535	7.01824863861978	8.61841681712685	9.45821501792496	7.69398261117431	5.03909945967392	8.56169560186225	5.50445868551675	5.49725914943332	4.35098086444409	10.7412167548066	9.38468375368219	10.208433827582	6.27447588401196	5.4009083792224	5.28380090807736	4.3415838871719	2.64134417089599	6.87696756767322	6.67540078270632	5.32772140643778	7.47636275203391	8.0904882423745	9.60500377724942	8.87515029072335	7.63450812336422
"Heschl_L"	4.03045956642003	4.40477418529142	5.07421556020257	7.24673385154661	3.50231167236152	4.96296718274436	4.96812268272979	6.5906216274562	1.8942149599413	5.96247389013243	2.76603387474312	6.30172030735392	2.99801521645492	5.24181113948591	3.09971731334979	3.82925975098972	5.65773366718125	6.26964574050582	6.35509899505855	6.88872596744459	5.57779209955717	6.09194260526824	5.36558232480041	6.10866511389225	1	6.87582162922534	2.48105403791873	5.50047019933688	4.52520468901435	5.05198203901424	3.3950428258674	4.09223795535567	2.25597073862006	5.50047019933688	3.36234196824927	3.8933141071383	2.45946973034166	5.63702272805362	1.167813073833	4.2460008819986	2.65390799872679	5.69076954762394	3.63859097210652	4.14056304082935	4.15179600557909	4.62009997088886	3.75378596764774	4.46777785493403	3.97746922526228	5.53525287500435	6.2007479679728	7.90429478866993	3.31120103400287	5.34835283510545	6.12313266418329	8.74465702864741	3.24485755143435	5.65544661659192	2.64265706508362	3.88353001271543	1.48678388335006	2.58911950728599	2.43071942983243	7.7088409964272	0	6.59758212435741	1	7.50205964228521	3.11720726485671	6.43673327625975	1.47697907279256	5.94399146052201	3.84118692348239	6.54255143297414	1.55095392893168	4.71041762352705	2.1822499819483	5.06336658355094	2.06827894099848	6.2125473584393	2.95124999673187	6.1913918736689	2.40237977252319	4.74541245772582	2.72366053193622	4.0167274760504	4.04660351405966	8.42767115077712	4.30323798352556	7.53623724380223	4.83087459965484	8.93733567637739	5.71196166164448	11.3142409463813	5.52625313247688	6.18333606233828	5.24278953470985	6.80846092644409	3.27466093745889	5.28896777042821	6.80908484039055	11.6980072445684	7.07035352651471	7.50951777032701	4.36970704082568	5.52247567279034	2.9405362175551	3.83823381712884	6.28199129529374	5.86223964526669	4.40615492049836	6.23858958419289	6.9108610172684	8.48024965118017	8.00685681760084	6.90755280213519
"Heschl_R"	5.30508104481792	3.22403505496194	6.33710332128749	5.81794507094084	5.80436452008438	2.82662729820393	7.10995090483464	4.61238889016649	5.55617396977362	2.05845239861704	5.79768984572043	2.85986575153246	5.32066948884478	2.83134754589044	3.89907029186362	3.15629518782936	6.06679241026539	5.63967819554039	6.77081462128732	6.27356164850364	6.08807899770962	5.44329052731028	5.86021375575652	5.37782973248307	7.34762916327353	1	5.46724139551394	2.53934555782961	5.06089049601082	4.43267962395757	4.16696968595121	3.39433809460379	5.54959577312016	2.58510321277307	4.78839776759007	2.87486620342689	5.40332910508581	2.77494422600045	4.29265771975863	1.25919437331917	5.5561062807403	2.91304040761603	4.35099385669339	3.60918682090533	4.86508630429116	4.28734124651033	4.76867484111254	3.85618073618572	4.66841703868226	4.4376438485788	7.10276533206038	6.77841446467146	4.62551887214843	4.18825302657733	7.9773229318751	6.66585540786657	5.19869743555586	3.62712709391524	4.42492937796752	2.55075419583306	2.7287770624023	1.55574868867079	7.40641356069596	2.2939692853147	7.60400522898216	0	8.56319789616912	1	6.6304045239294	2.70008452303539	6.46851596903794	1.48788208654055	6.75864226624097	3.40368362816874	4.50816889042984	1.65637850251377	4.89565385930191	2.35291986350109	5.80389396743128	2.22493923735662	5.8007023840349	3.08852830522865	4.84283607243625	2.3588967631912	4.00895412139006	2.62831618665097	9.82435021479065	3.34357401286216	8.94926174129943	3.60555127546399	7.98417108733319	5.68146721960462	8.1091945435153	8.0458026174544	7.39576692581997	4.55393431628184	8.11512557868914	4.57951554390008	5.12676193549714	3.52168977205186	10.4165757571791	8.1831445924954	9.97420916588621	5.67051689925724	5.24710162582145	4.96868018747734	4.44796757906525	2.51249305655226	6.36300281927085	5.95306848526404	4.49654699866938	6.36301815178929	7.03477078517843	8.61153508878445	8.11878279955446	7.13296017647098
"Temporal_Sup_L"	4.4825801922393	4.92927072939437	5.43440063671918	7.87900932089739	3.84033871407835	5.5087254405755	5.21231467767108	7.13791334703686	2.04124145231932	6.64561762191012	2.91331793384241	6.95632884134334	3.15945293637092	5.75103296506717	3.55709445505729	4.36205128453744	6.22145221485238	6.89545239136578	6.85312468287825	7.48574402690632	6.08421293667665	6.68404597442562	6.06217782649107	6.86620250517746	1.25215862995385	7.68781920329583	2.79367781993368	6.16721028980046	5.15349964185102	5.73828614901069	4.13006250169929	4.86860855710301	2.50099318020206	6.14985281573246	3.61119266561525	4.2641953085994	2.58849148819115	6.22273231597991	1.08370595857509	4.70095663547225	2.69592498548782	6.24070286424115	4.0577794137301	4.63875336560215	4.6495919214455	5.17395247104782	4.49530779900467	5.26320232380427	4.23222928323624	6.03607043874269	6.64307419668098	8.56727670199204	3.5225696206074	5.84265225440071	6.43022752995231	9.45646756252365	3.30223589477825	6.11070898760612	2.61568694262486	4.15276005555155	2.01481923941224	3.10794015955878	2.92918976369844	8.69237464960987	1	7.42982147773493	0	8.32013936789064	3.21699496483498	7.07781291675948	1	6.54427889128333	3.92500450666728	7.1225199512835	1.36654542323414	5.14532399119423	2.26429587965418	5.58919765572686	2.5736077382001	7.05299091528295	3.3637501118268	6.96953858480649	2.76715428864074	5.33321496080758	3.33519204485973	4.68019385916727	5.15994186013757	9.64896699665638	5.53398590529466	8.74569491162249	4.7440514432693	9.55035613606013	5.67917353566457	11.9783942041846	6.23761931644134	6.97190624115916	5.82756607133625	7.58133467893475	3.39273316042867	5.73053928175788	6.71347205778851	12.3629840044374	7.08177344677978	7.94400043159257	4.5316497058581	5.84954652688016	3.02843665468317	4.15079826221321	7.05207113669971	6.72635878012944	4.95840688291795	6.70820393249937	7.29383301152419	8.94086262002967	8.5146931829632	7.45830903264095
"Temporal_Sup_R"	6.07210866150486	3.75692744364246	7.09942738246392	6.48588210397527	6.59463483697873	3.25114972812809	7.91130741702843	5.0380789376745	6.29590063294158	2.43828945665861	6.53221335542209	3.20640326500118	5.97763689572584	3.13427686397598	4.57319246774931	3.78503110701876	6.90590633360728	6.4101132781571	7.58039759812536	7.03756156117108	6.89202437604511	6.17823504208881	6.85469489512576	6.31518637471361	8.34073745148281	1.33012434352235	6.19789539156383	2.94196743928159	5.85638944207925	5.15961448381772	5.00860503552774	4.24038456322291	6.24155057997483	2.88515821594492	5.22009232367441	3.03292627106308	5.97231846909168	2.8467702658227	4.76507922981824	1.17938102295884	6.06544519060477	2.870496060626	4.81187056773722	3.97904346360352	5.47525499554012	4.8063207783564	5.54438993400173	4.57690418820975	4.94247959784999	4.61651330789279	7.54695446780557	7.05603363225183	4.98002546125733	4.36728413681859	8.47417218393033	6.79210890392902	5.55444433331111	3.54632670816143	4.7091786583611	2.44112624011321	3.30660527489084	2.125487971042	8.51850253836807	3.09679898192089	8.64645557612197	1	9.58932864597919	0	7.42954327045392	2.91298423930224	7.14467158421799	1	7.48772580533296	3.5784045681158	4.95594627783352	1.41572366804878	5.40659507992842	2.40319835195528	6.65693734496689	2.83593956061997	6.602001193054	3.63883700538689	5.56152966771714	2.83043523797377	4.82935908411733	3.39539918598446	11.5147421036811	4.60490262710605	10.6141751580476	4.93807810637047	8.49166848946305	5.4231773632418	8.51009322786701	7.79480828145108	8.31691364819781	5.15643142558194	9.03283484091002	4.99158169826632	5.52556919182242	3.54554385476384	11.0298035184932	7.88776695078395	10.5423628348399	5.62519840919919	5.54977477020464	5.14143843104938	4.82014172341086	2.57282286131948	7.1174810562	6.79310985215274	4.98815164211492	6.72011904656458	7.29931503635786	8.95857675978588	8.54614447372929	7.66467564527376
"Temporal_Pole_Sup_L"	4.12397796364194	4.53232663571641	2.73605213919823	5.2159429258822	3.49614381608277	4.87085114119644	2.56321935423871	5.14425120530874	2.23536470087365	5.97470336434963	2.11091800948481	5.88236260196716	1	4.36426763110638	1.93360585826592	2.92106933298578	4.97856100211108	5.55255308584657	4.10483994604649	4.8254376469755	3.17434569450703	4.02126699378369	4.33164609527797	5.18347576946508	3.27165152540788	7.27306234659348	4.26094228300183	6.50570041817439	5.96007739232659	6.48977018985396	5.34413778007643	5.56819402400771	4.53426980328769	6.82035493059638	5.56136252915251	5.301759966618	4.86681404643079	7.10822156943115	2.92684901946176	4.97122593012248	5.07238667968463	7.21503862320811	5.9379303122757	6.17690038455015	6.21092099195806	6.61424231782061	6.55347632543614	6.84807300604366	5.88589762480399	7.56145553158237	9.47536852558528	11.1529987237054	5.02900086231874	7.02469511533523	9.56821428677688	11.8668870749476	5.28950243206636	7.24349037869466	4.00204493182718	4.6962758705368	2.49209275826352	3.21844793023687	2.17199384251162	7.46906187187532	3.92085887636347	7.235989950366	4.04637298433526	8.10811772446034	0	5.67187133857317	3.39258787795578	6.55849015425412	1	5.46585022409132	1.95365404628189	4.83841465877579	3.18076466335506	5.51414518320376	3.16325352121928	6.56986457755226	2.85773803324704	6.02889025696243	1.50373684193609	4.21442328633036	2.60094987245887	3.85314719353143	3.92109678533953	8.17124413839354	4.45012038360441	7.46444564036397	6.41440397178514	10.0031002946025	7.03348274456348	12.4111298671117	7.00469767182597	6.97860548959742	7.29906266512856	7.93195359608636	4.53669045491181	6.09660416752465	7.92515493905834	12.3921856450039	7.72572771244681	7.806438124425	4.62642125026523	5.73628602630357	2.88705125258713	3.77292346282173	7.55467873120408	7.7065065952375	6.17735892705042	8.25251476823883	8.65239851139555	10.0006097375086	9.16581666421226	7.806731386762
"Temporal_Pole_Sup_R"	5.44329830184583	3.46042695449263	4.96012134310419	3.47981190714253	5.87305761553517	2.77438299767925	5.92594485545609	2.56573801916945	5.75058104802785	2.29884134573196	5.61388664567074	2.08400232567784	4.67293371703575	1	3.29583721614501	2.31386081907153	5.58471617240914	5.00049748768841	5.06032967465411	4.31277173056956	4.4018712598434	3.46579928817039	5.171404166436	4.56891672062427	8.05651335302111	2.7642405179408	6.46795462925435	4.29072777365171	6.36466880591669	5.99812282947569	5.86531447371734	5.09479516752568	6.78428257564683	4.75213200791915	6.4681643553041	4.55134823958381	6.81116222356617	5.09035086455641	5.062073163992	2.87023605885597	7.00946252158456	5.25831173203847	6.34809897967397	5.78466032554784	6.65301359746525	6.32313327302922	7.17906407820414	6.47221835150904	6.36319071523331	6.78736271926931	10.0278597424621	10.3123776474372	5.99618615171453	6.21445992787161	10.7847853109322	10.3462190092618	6.64779073776557	5.76669550696616	5.35740778565699	3.67778371969554	3.44787932699898	2.54994360513728	7.49198044527389	2.07047947246565	8.63220281116786	3.14178078752384	9.49194473884952	3.38950793551864	6.04737585378825	0	7.20413866465755	3.23824132771968	5.88610451955233	1	4.73241074939345	2.15678218689542	5.49651947912175	3.36273267068507	6.41853027290497	3.40525251352246	5.95144966259648	3.19352181146202	4.64977506587849	1.5545631755148	4.07743767677302	2.60709318320239	10.0587559582968	3.32241802584526	9.32546436990061	3.99197913770819	9.10348801152084	7.36269667483195	9.17073659192947	9.70032914607379	8.76896441104109	5.82453720435021	9.73869114733381	6.31346284412224	6.07313582290107	4.739173990786	11.3266468689074	9.36862232867509	10.6315710518391	6.24356811904402	5.59683198799882	5.37338842513928	4.53729137118314	2.57621683945344	7.8406383513141	7.94569986479878	6.30863032425005	8.41142080744983	8.83130794390049	10.2683506168344	9.46108847448068	8.22419373783003
"Temporal_Mid_L"	5.41148525470323	5.58760897395313	6.19126608222701	8.64940004925898	4.79320562295056	6.09947230020491	6.01594454637397	7.75368887173654	2.92140226517482	7.19032196268062	3.74165738677394	7.5425798602935	3.75	6.18025827021018	4.06349941447134	4.8361468289541	7.25478054775056	7.87779801039207	7.74223459550225	8.35463942968217	6.81607097449929	7.37723047028929	7.12713495253029	7.8894499841644	2.50061720776153	8.15050729898264	3.58529003509641	6.69559814226919	6.03704778397073	6.53369644146322	4.84101298268912	5.57034183277573	3.10841626164018	6.56925965492255	3.7362129933673	4.40808795157204	2.7966633062303	6.46563348820404	1.30422263350276	4.8976093332572	2.58403433208516	6.34472383203019	4.20187311861246	4.77562115091317	5.21791325196538	5.64953681172628	4.70630966356344	5.47070118253332	3.8305616578224	5.7704038832312	6.28836053839708	8.32152555789018	3.04969729559693	5.5334900555727	5.97155091160203	9.26407085732603	2.86790301873472	5.97393489160804	2.07671068585089	3.97027033644168	2.33420491512899	3.36463912777834	4.04837164513082	9.33923505836585	2.05339180636521	7.80269328321382	1.39026465857963	8.61831079149948	3.74984276399918	7.46832870259193	0	6.63818629155429	4.24764085466141	7.42905588680652	1	5.16997412746258	1.79121999078131	5.53284003388673	2.71484260508236	7.28595267504386	3.43367492008054	7.16868683386196	3.13179872681916	5.63067895147161	4.07646045982027	5.28063040472105	6.66011582910859	10.4960309958892	6.81909084849293	9.5333422987227	3.68896106443803	9.11128442514934	4.65754990143287	11.2955903540179	5.85122569255905	6.86995354294649	5.21889280453844	7.37069215228382	2.78101466252724	5.46111296250792	5.44300125172341	11.7139603665831	5.9611537084153	7.48689330954912	4.01741492025773	5.4303487717462	2.67552640772644	4.04105148289138	6.72907778264437	6.51546003841595	4.68157663221629	6.08078942243522	6.53421762722975	8.03042993108394	7.72547259585252	6.86846592594185
"Temporal_Mid_R"	6.74776808290856	4.49625232691375	7.69633970532831	7.35053079922144	7.17108502471242	4.0624889900027	8.48142555466075	5.82101107061049	6.61734902933952	3.43713086936455	6.94158012207559	4.16931789131413	6.3137227717168	3.76221609858495	4.92207315302316	4.23250390987168	7.81120511657032	7.40075295349108	8.38419928722244	7.92311539583752	7.51821317945725	6.86808475743377	7.75021222120299	7.32964420763562	8.56420918779695	2.5145729106703	6.53087420494337	3.67000892604383	6.5250729173379	5.86714780991782	5.43645324852932	4.82517322494413	6.43279058434104	3.38149120339247	5.17603599296884	3.03180649023441	5.97424829173486	2.97359568424751	4.77726481746748	1.44879028454452	5.91632333839019	2.6641681249702	4.74186101669369	3.88143965179053	5.81798254236891	5.11943679456297	5.43915577864944	4.4532200519589	4.39436656599559	3.87424264825539	6.91668849306841	6.27821066893584	4.48709114328031	3.55445443654345	7.86019139052302	5.98597180139363	5.18085609154219	2.90453193001628	4.34406596300161	1.85321738297137	3.40480210078908	2.29370049197855	8.91691933246451	4.22909516346456	8.74429451512037	1.89914232563905	9.62738631011445	1.27640647254159	7.6706989669462	3.55221863930288	7.02422724146709	0	7.66085368906645	3.98857288926078	4.83932880819646	1.01904933073014	5.14100840562531	1.79975843789732	6.602001193054	2.86083854195244	6.53811238663323	3.64078551262446	5.69711706542378	3.15808246385126	5.29150262212918	4.0423998031593	12.1383394957583	5.78902586907508	11.1763461956811	5.84632253467829	7.8187294441285	4.03665376808699	7.71869893524887	6.13208036791383	7.73661832830693	4.60495466607821	8.37681637805073	4.15359319729293	5.04096692289589	2.72001239573466	10.1573479398767	6.29208720900967	9.66980095477929	4.64578662158879	5.01243736139284	4.45083753367063	4.53872228716409	2.20722555716315	6.4297327638584	6.18219315414214	4.40212428548446	5.74177672850486	6.21353361622837	7.68511389699308	7.41208637228708	6.7758459185616
"Temporal_Pole_Mid_L"	4.83542086731122	4.93958410133359	2.92108032761405	5.1669110401641	4.28062390396473	5.1501624273405	2.92108032761405	5.09901951359278	3.04938389488185	6.16707764790816	2.87529052401393	6.01852371742658	1.48404209926166	4.29683719930781	2.08743582324133	2.96311807535953	5.61713795504171	6.07457796990357	4.30821234871478	4.94454091382454	3.16320760509663	3.93550953424301	4.95240505103063	5.68932518429309	4.27019530012792	7.4293251237829	5.04122081293492	6.91175909541872	6.74035847951965	7.18669942662476	6.04488791099217	6.18224034584388	5.26421129228314	7.21540497584974	6.06223029357311	5.60983855603597	5.4564030545725	7.43022219672766	3.38479107645202	5.12740367597246	5.56336306972079	7.46770122020127	6.42893051300009	6.58886293332153	6.89071943910715	7.21259888901448	7.11957243718411	7.31214964750671	6.07066233424909	7.74502200472397	9.94404635804834	11.5903530224856	5.16745724501761	7.09792137212565	10.0743612017432	12.2802813377591	5.57108939409852	7.39318846430888	4.11758976277937	4.68484939163309	2.8211363080592	3.40938320012722	3.30855933685587	7.57584600047749	4.8314887542133	7.37594023715095	4.93691546700551	8.17161433860387	1	5.52061395346899	3.84295976668242	6.5500723870704	0	5.15486315122757	2.05480466765633	4.70497100275359	3.25165956125178	5.38785537178258	3.50748758170324	6.53739922694662	2.89209224107119	5.84492263142772	1.70712791386167	4.09221359672392	3.14965374685847	4.13331479417422	5.27967802048572	8.39108195706945	5.51782824772832	7.70447755262966	6.37672726423278	9.73127301120489	6.86531354859208	11.950197860942	6.98965400845383	6.85429124061817	7.3779543591917	7.81563254954663	4.54137792692673	5.96059859680082	7.60249826030758	11.8189147973895	7.25926784854848	7.36384345815353	4.30708061176319	5.36285194607078	2.62900899802346	3.53045006619594	7.45392350442075	7.80712620060641	6.30440815066549	8.26026633953167	8.52947829588657	9.680883854025	8.79647934008191	7.48184616107696
